method,eta,batch_mode,seed,mean_lastN_train,mean_lastN_val,N,all_nan
adagradmomentum,0.01,sgd,31415,0.05524505198666493,0.04249362486088381,50,False
adagradmomentum,0.01778279410038923,full,42,31.83384731372488,25.5790126705386,50,False
adagradmomentum,0.01778279410038923,full,1337,45.62531437468453,37.07549360326653,50,False
adagradmomentum,0.01778279410038923,full,31415,39.579557275196386,28.49837709014555,50,False
adagradmomentum,0.03162277660168379,full,42,310.1738961239357,204.3602878837277,50,False
adagradmomentum,0.03162277660168379,full,1337,477.0115600895448,256.76949895311014,50,False
adagradmomentum,0.03162277660168379,full,31415,7315.582885004022,2320.0968807383983,50,False
adagradmomentum,0.05623413251903491,full,42,14968.302279040749,7453.307700868146,50,False
adagradmomentum,0.05623413251903491,full,1337,121987.32421548538,42909.34681084872,50,False
adagradmomentum,0.05623413251903491,full,31415,65.27879640993321,60.171742783792034,50,False
adagradmomentum,0.1,full,42,346575.48829871544,282246.4386412524,50,False
adagradmomentum,0.1,full,1337,1210955.8617238116,350034.0260015784,50,False
adagradmomentum,0.1,full,31415,5099577.022575712,3541294.3948344802,50,False
adagradmomentum,0.1778279410038923,full,42,335255247.8226055,30310418.22012115,50,False
adagradmomentum,0.1778279410038923,full,1337,5611660.053406996,3366844.7086021737,50,False
adagradmomentum,0.1778279410038923,full,31415,15493742.851719212,11626533.33158864,50,False
adagradmomentum,0.31622776601683794,full,42,12023873.788490884,11656039.365586663,50,False
adagradmomentum,0.31622776601683794,full,1337,1124013363.625687,234140852.5331498,50,False
adagradmomentum,0.31622776601683794,full,31415,74259077.85586248,27297860.067109738,50,False
adagradmomentum,0.5623413251903491,full,42,167170546.43207,99352750.31841524,50,False
adagradmomentum,0.5623413251903491,full,1337,80740631699.52483,21914869980.77181,50,False
adagradmomentum,0.5623413251903491,full,31415,157708422.09310752,145642805.58456486,50,False
adagradmomentum,1.0,full,42,3330321220.1641517,3227983215.7492504,50,False
adagradmomentum,1.0,full,1337,163669607.47809437,114510657.1875934,50,False
adagradmomentum,1.0,full,31415,465355752737.8109,271952990211.59625,50,False
adam,1e-08,full,42,2.255008692840338,1.9203594047566164,50,False
adam,1e-08,full,1337,2.9644573458789574,2.4200744095142026,50,False
adam,1e-08,full,31415,2.2975226774315547,2.0607557344105683,50,False
adam,1e-08,sgd,42,1.9875959800952527,1.710388131421561,50,False
adam,1e-08,sgd,1337,2.6450311758120217,2.1632056772182127,50,False
adam,1e-08,sgd,31415,2.0831333754403762,1.8742999932090465,50,False
adam,1.7782794100389228e-08,full,42,2.2519349464144325,1.9179217468981835,50,False
adam,1.7782794100389228e-08,full,1337,2.9606243618280543,2.416994177436879,50,False
adam,1.7782794100389228e-08,full,31415,2.294884586709536,2.058473851468876,50,False
adam,1.7782794100389228e-08,sgd,42,1.7916459353606586,1.5559887944060713,50,False
adam,1.7782794100389228e-08,sgd,1337,2.407811541254707,1.9725703869344957,50,False
adam,1.7782794100389228e-08,sgd,31415,1.92233668056795,1.7343436269359993,50,False
adam,3.162277660168379e-08,full,42,2.24647513473963,1.9135916551452559,50,False
adam,3.162277660168379e-08,full,1337,2.9538152380550065,2.4115223420720593,50,False
adam,3.162277660168379e-08,full,31415,2.2901975808604114,2.054419648749667,50,False
adam,3.162277660168379e-08,sgd,42,1.4761188360688324,1.3060541934903116,50,False
adam,3.162277660168379e-08,sgd,1337,2.0182497032486597,1.659781080728535,50,False
adam,3.162277660168379e-08,sgd,31415,1.6550882074702258,1.5014533651897275,50,False
adam,5.6234132519034905e-08,full,42,2.2367855666219314,1.905906544200354,50,False
adam,5.6234132519034905e-08,full,1337,2.9417288200460563,2.4018098395061966,50,False
adam,5.6234132519034905e-08,full,31415,2.2818762344738177,2.0472215987460816,50,False
adam,5.6234132519034905e-08,sgd,42,1.0204806459124318,0.9394677765692567,50,False
adam,5.6234132519034905e-08,sgd,1337,1.424865049805731,1.1842097535925353,50,False
adam,5.6234132519034905e-08,sgd,31415,1.239400137510408,1.1383101443385442,50,False
adam,1e-07,full,42,2.219616460952167,1.8922876933233546,50,False
adam,1e-07,full,1337,2.920305661196819,2.384595026585661,50,False
adam,1e-07,full,31415,2.267121114101381,2.034457674522743,50,False
adam,1e-07,sgd,42,0.5040892406096968,0.5071208848464457,50,False
adam,1e-07,sgd,1337,0.6860546271123663,0.5915314055105698,50,False
adam,1e-07,sgd,31415,0.6921532075924156,0.6573336436753773,50,False
adam,1.7782794100389227e-07,full,42,2.18927985504456,1.8682194424494936,50,False
adam,1.7782794100389227e-07,full,1337,2.882430033204169,2.3541615011350094,50,False
adam,1.7782794100389227e-07,full,31415,2.241016945041249,2.0118743627979043,50,False
adam,1.7782794100389227e-07,sgd,42,0.17364587263083667,0.20072840056311342,50,False
adam,1.7782794100389227e-07,sgd,1337,0.16066276266984192,0.17830283129985186,50,False
adam,1.7782794100389227e-07,sgd,31415,0.20380660464962794,0.2190896722503469,50,False
adam,3.162277660168379e-07,full,42,2.1359485069807604,1.825892764531655,50,False
adam,3.162277660168379e-07,full,1337,2.8157734139236807,2.3006079531551666,50,False
adam,3.162277660168379e-07,full,31415,2.19502180154446,1.9720768934750081,50,False
adam,3.162277660168379e-07,sgd,42,0.1370292428447337,0.16701436937049943,50,False
adam,3.162277660168379e-07,sgd,1337,0.13733066436286095,0.16619366467745322,50,False
adam,3.162277660168379e-07,sgd,31415,0.1450077499867862,0.1665674079563605,50,False
adam,5.62341325190349e-07,full,42,2.043053886177453,1.752118098517275,50,False
adam,5.62341325190349e-07,full,1337,2.6994361844538677,2.2071583459251327,50,False
adam,5.62341325190349e-07,full,31415,2.114573449193897,1.9024492918137554,50,False
adam,5.62341325190349e-07,sgd,42,0.13651591333030613,0.16641130484501854,50,False
adam,5.62341325190349e-07,sgd,1337,0.13679954590466042,0.1655870491942672,50,False
adam,5.62341325190349e-07,sgd,31415,0.14453605306414857,0.16602565274936992,50,False
adam,1e-06,full,42,1.88398825916654,1.6256336028812222,50,False
adam,1e-06,full,1337,2.499465477470571,2.046587831843038,50,False
adam,1e-06,full,31415,1.9757542450783723,1.782238912993101,50,False
adam,1e-06,sgd,42,0.13558863460537357,0.16532753970083583,50,False
adam,1e-06,sgd,1337,0.13568768057475353,0.16428042537654772,50,False
adam,1e-06,sgd,31415,0.14369863579437206,0.16506927598300014,50,False
adam,1.778279410038923e-06,full,42,1.6203939102239828,1.415498967260979,50,False
adam,1.778279410038923e-06,full,1337,2.1654839053813504,1.778597230289953,50,False
adam,1.778279410038923e-06,full,31415,1.7422784466142571,1.5798516760269223,50,False
adam,1.778279410038923e-06,sgd,42,0.13382763491194014,0.1632736578156952,50,False
adam,1.778279410038923e-06,sgd,1337,0.1334667920728648,0.16165598274390924,50,False
adam,1.778279410038923e-06,sgd,31415,0.14218995742182453,0.1633167353264342,50,False
adam,3.162277660168379e-06,full,42,1.2128939970553945,1.0885352736434364,50,False
adam,3.162277660168379e-06,full,1337,1.638717782355604,1.3565121514739067,50,False
adam,3.162277660168379e-06,full,31415,1.3692870627963263,1.2558093968569282,50,False
adam,3.162277660168379e-06,sgd,42,0.13060416103844122,0.15948915148842852,50,False
adam,3.162277660168379e-06,sgd,1337,0.12852157204879203,0.15579242759591294,50,False
adam,3.162277660168379e-06,sgd,31415,0.13865558825290378,0.15910470028066215,50,False
adam,5.623413251903491e-06,full,42,0.6838338906435415,0.6538689171978028,50,False
adam,5.623413251903491e-06,full,1337,0.9203551005855928,0.7808160404342914,50,False
adam,5.623413251903491e-06,full,31415,0.8500376904301697,0.8026312609105625,50,False
adam,5.623413251903491e-06,sgd,42,0.12418781242292655,0.1519319810216451,50,False
adam,5.623413251903491e-06,sgd,1337,0.11501658814475821,0.13978145449482487,50,False
adam,5.623413251903491e-06,sgd,31415,0.13197388369000243,0.1511659752232641,50,False
adam,1e-05,full,42,0.24258792704590668,0.2657031668854532,50,False
adam,1e-05,full,1337,0.24076056541692792,0.2393409021268954,50,False
adam,1e-05,full,31415,0.30405972196472475,0.3110189275041947,50,False
adam,1e-05,sgd,42,0.1071984748718791,0.13185396141818742,50,False
adam,1e-05,sgd,1337,0.06720633239428031,0.08149355313249798,50,False
adam,1e-05,sgd,31415,0.11747228280427087,0.13339581978071796,50,False
adam,1.778279410038923e-05,full,42,0.13690300406008102,0.1665758014043268,50,False
adam,1.778279410038923e-05,full,1337,0.13726238163701074,0.16629596769982072,50,False
adam,1.778279410038923e-05,full,31415,0.14487362099136875,0.16717191636015283,50,False
adam,1.778279410038923e-05,sgd,42,0.041886368708054865,0.05452010920604937,50,False
adam,1.778279410038923e-05,sgd,1337,0.0049055187622732335,0.004897384631725663,50,False
adam,1.778279410038923e-05,sgd,31415,0.0680798928838316,0.07534445101281141,50,False
adam,3.1622776601683795e-05,full,42,0.13629895959636515,0.16585685373840145,50,False
adam,3.1622776601683795e-05,full,1337,0.13666234054937,0.16559422030982443,50,False
adam,3.1622776601683795e-05,full,31415,0.14428023927277742,0.16648935086516534,50,False
adam,3.1622776601683795e-05,sgd,42,0.007567900485303128,0.01361588004798883,50,False
adam,3.1622776601683795e-05,sgd,1337,0.0012932935708779233,0.001133731241157355,50,False
adam,3.1622776601683795e-05,sgd,31415,0.004022764356972754,0.0031939334732921333,50,False
adam,5.623413251903491e-05,full,42,0.13516105942367102,0.16451052382280332,50,False
adam,5.623413251903491e-05,full,1337,0.13542356425472335,0.1641195036002144,50,False
adam,5.623413251903491e-05,full,31415,0.14320828918869938,0.16525597392801167,50,False
adam,5.623413251903491e-05,sgd,42,0.004509391324731652,0.008158724032175694,50,False
adam,5.623413251903491e-05,sgd,1337,0.0011014336049352592,0.0010331945727124455,50,False
adam,5.623413251903491e-05,sgd,31415,0.0013158268466599544,0.0013828743429522173,50,False
adam,0.0001,full,42,0.13309493170083506,0.16205188311365323,50,False
adam,0.0001,full,1337,0.13311266644411027,0.16135275616731462,50,False
adam,0.0001,full,31415,0.14130587232997832,0.1630457198024695,50,False
adam,0.0001,sgd,42,0.004561424560349699,0.004945170540752626,50,False
adam,0.0001,sgd,1337,0.0012036176325081933,0.0010454762338151986,50,False
adam,0.0001,sgd,31415,0.0014642615051364074,0.0022709553482750263,50,False
adam,0.00017782794100389227,full,42,0.12910732656924254,0.15728372171232427,50,False
adam,0.00017782794100389227,full,1337,0.1284806724260557,0.15570366933841975,50,False
adam,0.00017782794100389227,full,31415,0.13695775171039187,0.1578348824175249,50,False
adam,0.00017782794100389227,sgd,42,0.00309984729094822,0.003871422571362473,50,False
adam,0.00017782794100389227,sgd,1337,0.0010366090564679833,0.000984033431890475,50,False
adam,0.00017782794100389227,sgd,31415,0.0012390750563877257,0.0015860209034925304,50,False
adam,0.00031622776601683794,full,42,0.12184120397746037,0.14844334201755133,50,False
adam,0.00031622776601683794,full,1337,0.11983161300034217,0.14507440437987057,50,False
adam,0.00031622776601683794,full,31415,0.13029696023842097,0.14977139820742016,50,False
adam,0.00031622776601683794,sgd,42,0.001267589812698616,0.0019184614073055794,50,False
adam,0.00031622776601683794,sgd,1337,0.0010024182772974722,0.000904447019064968,50,False
adam,0.00031622776601683794,sgd,31415,0.0011689938890983688,0.001424715803903277,50,False
adam,0.0005623413251903491,full,42,0.10991405838020668,0.1332323093154283,50,False
adam,0.0005623413251903491,full,1337,0.10448437917535466,0.12506631253495917,50,False
adam,0.0005623413251903491,full,31415,0.11940966072449351,0.13592605892016107,50,False
adam,0.0005623413251903491,sgd,42,0.0012450486931157054,0.0014292184235089335,50,False
adam,0.0005623413251903491,sgd,1337,0.00142423874735208,0.0010692626696002959,50,False
adam,0.0005623413251903491,sgd,31415,0.001129163904934104,0.0013707706166276351,50,False
adam,0.001,full,42,0.09223160780015154,0.11053113107917689,50,False
adam,0.001,full,1337,0.07390647874323522,0.08564980839210551,50,False
adam,0.001,full,31415,0.0980670776498927,0.10867300931043744,50,False
adam,0.001,sgd,42,0.0012724996199874447,0.0012850779331945582,50,False
adam,0.001,sgd,1337,0.0010188873004597899,0.0013785318664384925,50,False
adam,0.001,sgd,31415,0.001053700127321347,0.0013621995831583006,50,False
adam,0.0017782794100389228,full,42,0.0811830347882655,0.09239592572907229,50,False
adam,0.0017782794100389228,full,1337,0.07987239649382738,0.08319502855587471,50,False
adam,0.0017782794100389228,full,31415,0.11165503795328599,0.11961318763573825,50,False
adam,0.0017782794100389228,sgd,42,0.0010073750468709373,0.0011418757837011598,50,False
adam,0.0017782794100389228,sgd,1337,0.0011586545943592184,0.0014367323569216448,50,False
adam,0.0017782794100389228,sgd,31415,0.0012801730830357882,0.0013923518031251762,50,False
adam,0.0031622776601683794,full,42,0.20078005873721352,0.18357345220363175,50,False
adam,0.0031622776601683794,full,1337,0.3672536969154931,0.3200803873555108,50,False
adam,0.0031622776601683794,full,31415,0.25999120563692674,0.24726296594839506,50,False
adam,0.0031622776601683794,sgd,42,0.0013137385190113478,0.0011487370480925173,50,False
adam,0.0031622776601683794,sgd,1337,0.0012108680497563032,0.0013738026262889926,50,False
adam,0.0031622776601683794,sgd,31415,0.0014341238633433077,0.002301177049028824,50,False
adam,0.005623413251903491,full,42,52.94081574764108,34.957108696935734,50,False
adam,0.005623413251903491,full,1337,2.0041758366059383,1.6700152259166436,50,False
adam,0.005623413251903491,full,31415,1.1585564464549554,0.9528799103713003,50,False
adam,0.005623413251903491,sgd,42,0.001404110978054228,0.0014622063603799917,50,False
adam,0.005623413251903491,sgd,1337,0.0015574284196406213,0.0015190579921740702,50,False
adam,0.005623413251903491,sgd,31415,0.0025833746123149455,0.0026575290334489494,50,False
adam,0.01,full,42,45.339986875222465,34.079327782152575,50,False
adam,0.01,full,1337,10.031565307869856,8.447222174895819,50,False
adam,0.01,full,31415,1405.6281910702528,836.5467108113169,50,False
adam,0.01,sgd,42,0.002272795876658155,0.002218360158456832,50,False
adam,0.01,sgd,1337,0.0038957428077222335,0.004770919700617635,50,False
adam,0.01,sgd,31415,0.002377754879533106,0.002617927413665389,50,False
adam,0.01778279410038923,full,42,5435946.873576165,4448176.55970816,50,False
adam,0.01778279410038923,full,1337,47805.810284343854,37134.34819047745,50,False
adam,0.01778279410038923,full,31415,2191238.3929747874,1780989.190151384,50,False
adam,0.03162277660168379,full,42,50980863.31166812,46185403.83988265,50,False
adam,0.03162277660168379,full,1337,14601541.204837317,10690462.767239485,50,False
adam,0.03162277660168379,full,31415,29970304.81210473,20553155.137446493,50,False
adam,0.05623413251903491,full,42,6447256301.831242,4444069245.31009,50,False
adam,0.05623413251903491,full,1337,4078078458.261296,3086007932.187818,50,False
adam,0.05623413251903491,full,31415,4869481022.554905,3083645098.945382,50,False
adam,0.1,full,42,284611806786.6203,193899088057.24844,50,False
adam,0.1,full,1337,698989828946.3456,570139986871.276,50,False
adam,0.1,full,31415,533064471807.4855,435059491658.87256,50,False
adam,0.1778279410038923,full,42,40250131793361.9,29679494543752.273,50,False
adam,0.1778279410038923,full,1337,24638556798831.523,20327184499638.105,50,False
adam,0.1778279410038923,full,31415,25896834501987.305,19040908838705.984,50,False
adam,0.31622776601683794,full,42,792827284026157.2,602700376428565.0,50,False
adam,0.31622776601683794,full,1337,663675219068927.2,544287008631841.94,50,False
adam,0.31622776601683794,full,31415,760222596705825.5,621635770055919.1,50,False
adam,0.5623413251903491,full,42,4.744094070313413e+16,4.013088408840682e+16,50,False
adam,0.5623413251903491,full,1337,2.1240557519403628e+16,1.7567041230476222e+16,50,False
adam,0.5623413251903491,full,31415,3.832290662979939e+16,3.2022773148984452e+16,50,False
adam,1.0,full,42,8.457584693647291e+17,7.227122225651517e+17,50,False
adam,1.0,full,1337,8.202063689441748e+17,6.710439249661486e+17,50,False
adam,1.0,full,31415,9.917737901545637e+17,7.855431031164308e+17,50,False
constant,1e-08,full,42,2.2564814162925857,1.9214780290024382,50,False
constant,1e-08,full,1337,2.965016276516418,2.4204164498262526,50,False
constant,1e-08,full,31415,2.2972556373530852,2.060400603859209,50,False
constant,1e-08,sgd,42,2.1034380830332275,1.7971282103667767,50,False
constant,1e-08,sgd,1337,2.7286869482155383,2.2249065977378737,50,False
constant,1e-08,sgd,31415,2.0856580890205687,1.8699212253414266,50,False
constant,1.7782794100389228e-08,full,42,2.2545532212759216,1.9199105536498464,50,False
constant,1.7782794100389228e-08,full,1337,2.96162008310634,2.4176040390524722,50,False
constant,1.7782794100389228e-08,full,31415,2.2944122403861926,2.0578447321691886,50,False
constant,1.7782794100389228e-08,sgd,42,1.9910580210361541,1.7057149014993516,50,False
constant,1.7782794100389228e-08,sgd,1337,2.5566094941146322,2.0828091398272854,50,False
constant,1.7782794100389228e-08,sgd,31415,1.9337528040393535,1.7333115069631464,50,False
constant,3.162277660168379e-08,full,42,2.251129131946626,1.9171269768199835,50,False
constant,3.162277660168379e-08,full,1337,2.955591538492661,2.412611947524904,50,False
constant,3.162277660168379e-08,full,31415,2.289365584338723,2.0533084772546246,50,False
constant,3.162277660168379e-08,sgd,42,1.8082046812878991,1.5567702648053452,50,False
constant,3.162277660168379e-08,sgd,1337,2.280187293650736,1.8550639548619337,50,False
constant,3.162277660168379e-08,sgd,31415,1.693517846912949,1.5175280688284667,50,False
constant,5.6234132519034905e-08,full,42,2.245055226872886,1.9121890914111928,50,False
constant,5.6234132519034905e-08,full,1337,2.944905272629941,2.4037635002042954,50,False
constant,5.6234132519034905e-08,full,31415,2.280421798618016,2.045269491945392,50,False
constant,5.6234132519034905e-08,sgd,42,1.5298186479155842,1.329431615155787,50,False
constant,5.6234132519034905e-08,sgd,1337,1.868755132291063,1.5175024776442227,50,False
constant,5.6234132519034905e-08,sgd,31415,1.345753543190361,1.205879965471982,50,False
constant,1e-07,full,42,2.234301632515351,1.9034462389217317,50,False
constant,1e-07,full,1337,2.9260096256122803,2.3881193745580873,50,False
constant,1e-07,full,31415,2.264613445368365,2.031061204703487,50,False
constant,1e-07,sgd,42,1.15139685641885,1.0189431271637615,50,False
constant,1e-07,sgd,1337,1.3313043772406945,1.0800593286613047,50,False
constant,1e-07,sgd,31415,0.9134960158296852,0.8203092468359577,50,False
constant,1.7782794100389227e-07,full,42,2.2153279083275113,1.8880186059308557,50,False
constant,1.7782794100389227e-07,full,1337,2.8927448899363752,2.360584587776265,50,False
constant,1.7782794100389227e-07,full,31415,2.236803178021232,2.0060683359788833,50,False
constant,1.7782794100389227e-07,sgd,42,0.7274463212205233,0.6673992621094976,50,False
constant,1.7782794100389227e-07,sgd,1337,0.7673915682901541,0.628406064947956,50,False
constant,1.7782794100389227e-07,sgd,31415,0.4988363622092748,0.45425802081871125,50,False
constant,3.162277660168379e-07,full,42,2.1820531784749484,1.8609575005120087,50,False
constant,3.162277660168379e-07,full,1337,2.8346399597192713,2.312506561336455,50,False
constant,3.162277660168379e-07,full,31415,2.188286361414352,1.9624745791269118,50,False
constant,3.162277660168379e-07,sgd,42,0.3761415576933417,0.3707850489077421,50,False
constant,3.162277660168379e-07,sgd,1337,0.3706225179629449,0.3191702663143872,50,False
constant,3.162277660168379e-07,sgd,31415,0.24045927021718355,0.23250532189789636,50,False
constant,5.62341325190349e-07,full,42,2.1243222553623684,1.8139907670310418,50,False
constant,5.62341325190349e-07,full,1337,2.7345394322579586,2.2297358860279557,50,False
constant,5.62341325190349e-07,full,31415,2.104889961535782,1.8875649674418093,50,False
constant,5.62341325190349e-07,sgd,42,0.18937859338445315,0.21149910373527106,50,False
constant,5.62341325190349e-07,sgd,1337,0.19662176981917767,0.1952467105658178,50,False
constant,5.62341325190349e-07,sgd,31415,0.15868399053012627,0.16951278951076465,50,False
constant,1e-06,full,42,2.0260417688792645,1.733985155901129,50,False
constant,1e-06,full,1337,2.566245395885553,2.09074675646623,50,False
constant,1e-06,full,31415,1.9652395955465791,1.7622001144517672,50,False
constant,1e-06,sgd,42,0.14165839606483277,0.171075038200794,50,False
constant,1e-06,sgd,1337,0.14898295927221084,0.16850168202129726,50,False
constant,1e-06,sgd,31415,0.14679305076826618,0.16516593742769234,50,False
constant,1.778279410038923e-06,full,42,1.8642032964243374,1.602090748233874,50,False
constant,1.778279410038923e-06,full,1337,2.2951438423787227,1.8673456031506763,50,False
constant,1.778279410038923e-06,full,31415,1.7418994005468484,1.5619236865325166,50,False
constant,1.778279410038923e-06,sgd,42,0.1370846825188807,0.16736497496899488,50,False
constant,1.778279410038923e-06,sgd,1337,0.1382642143343045,0.16513957336000812,50,False
constant,1.778279410038923e-06,sgd,31415,0.14503456136495696,0.16604723625068246,50,False
constant,3.162277660168379e-06,full,42,1.6126664731616802,1.3966693300652695,50,False
constant,3.162277660168379e-06,full,1337,1.8896943494060476,1.5345941266809964,50,False
constant,3.162277660168379e-06,full,31415,1.4122593869599975,1.2669275391018868,50,False
constant,3.162277660168379e-06,sgd,42,0.1368399009154111,0.1670057256065907,50,False
constant,3.162277660168379e-06,sgd,1337,0.13707166025567166,0.1655150836272668,50,False
constant,3.162277660168379e-06,sgd,31415,0.14464827900617483,0.16622441745506425,50,False
constant,5.623413251903491e-06,full,42,1.2585410139455235,1.1063570185913574,50,False
constant,5.623413251903491e-06,full,1337,1.3558029971565582,1.0998182302300277,50,False
constant,5.623413251903491e-06,full,31415,0.9887142238724296,0.8894207930897915,50,False
constant,5.623413251903491e-06,sgd,42,0.1364581554643248,0.16654623334258592,50,False
constant,5.623413251903491e-06,sgd,1337,0.1365608773157756,0.16507676055547071,50,False
constant,5.623413251903491e-06,sgd,31415,0.14429205280491922,0.16586559517507765,50,False
constant,1e-05,full,42,0.8361327878156706,0.7575992253659813,50,False
constant,1e-05,full,1337,0.788331966623264,0.6448606364053809,50,False
constant,1e-05,full,31415,0.5591594300849553,0.5098797948652392,50,False
constant,1e-05,sgd,42,0.13577551130643195,0.16574263753251695,50,False
constant,1e-05,sgd,1337,0.13568250685606928,0.1640526466748833,50,False
constant,1e-05,sgd,31415,0.1436866191805444,0.16517588510817982,50,False
constant,1.778279410038923e-05,full,42,0.4560176826730505,0.4377879026267672,50,False
constant,1.778279410038923e-05,full,1337,0.3807922904111426,0.3266691467055179,50,False
constant,1.778279410038923e-05,full,31415,0.26631658582927126,0.2568283011892822,50,False
constant,1.778279410038923e-05,sgd,42,0.13457402079562197,0.16432651084269678,50,False
constant,1.778279410038923e-05,sgd,1337,0.1341456291700695,0.16224260606381014,50,False
constant,1.778279410038923e-05,sgd,31415,0.14261782463520625,0.1639597083134471,50,False
constant,3.1622776601683795e-05,full,42,0.22279597634303694,0.23955452209719474,50,False
constant,3.1622776601683795e-05,full,1337,0.19872361798699625,0.19648492519691452,50,False
constant,3.1622776601683795e-05,full,31415,0.16138277804673495,0.17290558413572055,50,False
constant,3.1622776601683795e-05,sgd,42,0.1324854316968065,0.1618602507188919,50,False
constant,3.1622776601683795e-05,sgd,1337,0.1314385385966388,0.15906753484546443,50,False
constant,3.1622776601683795e-05,sgd,31415,0.14072066682350706,0.16181957151722412,50,False
constant,5.623413251903491e-05,full,42,0.14746787639564946,0.17547715871997863,50,False
constant,5.623413251903491e-05,full,1337,0.1492887402938876,0.16870192409658302,50,False
constant,5.623413251903491e-05,full,31415,0.14609394492739589,0.16543648561315547,50,False
constant,5.623413251903491e-05,sgd,42,0.12883206566403507,0.15755071707815926,50,False
constant,5.623413251903491e-05,sgd,1337,0.12672886315106002,0.15354291428190894,50,False
constant,5.623413251903491e-05,sgd,31415,0.13741586785356907,0.1579632043913935,50,False
constant,0.0001,full,42,0.13735351219515188,0.16710048496244145,50,False
constant,0.0001,full,1337,0.13812750808025392,0.1652591024627099,50,False
constant,0.0001,full,31415,0.1448055656958244,0.1665456068882712,50,False
constant,0.0001,sgd,42,0.12256188221121077,0.1501230630727088,50,False
constant,0.0001,sgd,1337,0.11852024723229963,0.14381261107992052,50,False
constant,0.0001,sgd,31415,0.13063854263688435,0.15002010801283613,50,False
constant,0.00017782794100389227,full,42,0.13669747914450248,0.16634031246961883,50,False
constant,0.00017782794100389227,full,1337,0.13695447101596286,0.16575924369209205,50,False
constant,0.00017782794100389227,full,31415,0.14456406721144302,0.16676457190101374,50,False
constant,0.00017782794100389227,sgd,42,0.11154108000563862,0.13718965773187417,50,False
constant,0.00017782794100389227,sgd,1337,0.10339840848271117,0.12578255771379676,50,False
constant,0.00017782794100389227,sgd,31415,0.11963161677811397,0.13711744859018965,50,False
constant,0.00031622776601683794,full,42,0.13626949410534459,0.16581396995183723,50,False
constant,0.00031622776601683794,full,1337,0.1364506076933786,0.16534098803062097,50,False
constant,0.00031622776601683794,full,31415,0.1442259401010837,0.1664113259800521,50,False
constant,0.00031622776601683794,sgd,42,0.09214113725304457,0.114459859912221,50,False
constant,0.00031622776601683794,sgd,1337,0.0770766407365242,0.09436022755678261,50,False
constant,0.00031622776601683794,sgd,31415,0.10001108674411383,0.11426397272430779,50,False
constant,0.0005623413251903491,full,42,0.13554998322298392,0.16496917783817738,50,False
constant,0.0005623413251903491,full,1337,0.13555944907815823,0.16429556716233737,50,False
constant,0.0005623413251903491,full,31415,0.14363342210990537,0.16573037428437562,50,False
constant,0.0005623413251903491,sgd,42,0.060456814614598814,0.07638139860483842,50,False
constant,0.0005623413251903491,sgd,1337,0.038211247357249435,0.04672274868084927,50,False
constant,0.0005623413251903491,sgd,31415,0.06512094163613583,0.07347651087552091,50,False
constant,0.001,full,42,0.13453267971528537,0.16377745087197354,50,False
constant,0.001,full,1337,0.13401043734713577,0.1624615079646122,50,False
constant,0.001,full,31415,0.142589632933064,0.16452938246124815,50,False
constant,0.001,sgd,42,0.023437928318748247,0.030205924637602268,50,False
constant,0.001,sgd,1337,0.019062476881431336,0.020826446862267152,50,False
constant,0.001,sgd,31415,0.025103817769048034,0.027866883181499196,50,False
constant,0.0017782794100389228,full,42,0.1326148430002245,0.16151009389131651,50,False
constant,0.0017782794100389228,full,1337,0.13133363964706463,0.1593092663878271,50,False
constant,0.0017782794100389228,full,31415,0.14072733774212584,0.16240879434746458,50,False
constant,0.0017782794100389228,sgd,42,0.0134339358002168,0.018528651714906322,50,False
constant,0.0017782794100389228,sgd,1337,0.013379986184144693,0.014796161207266123,50,False
constant,0.0017782794100389228,sgd,31415,0.018843928619141862,0.024090859309954474,50,False
constant,0.0031622776601683794,full,42,0.1288680207591372,0.15712268115598893,50,False
constant,0.0031622776601683794,full,1337,0.12646445953400293,0.15356870379289414,50,False
constant,0.0031622776601683794,full,31415,0.1374531204500007,0.1585084147409729,50,False
constant,0.0031622776601683794,sgd,42,0.007682107474489573,0.011468231162506247,50,False
constant,0.0031622776601683794,sgd,1337,0.010182783465522068,0.011727135024750535,50,False
constant,0.0031622776601683794,sgd,31415,0.01756033106009275,0.024330698281311573,50,False
constant,0.005623413251903491,full,42,0.12300711984675351,0.1501972857068272,50,False
constant,0.005623413251903491,full,1337,0.11810368615209146,0.14359060547486605,50,False
constant,0.005623413251903491,full,31415,0.13071996832567648,0.15059047020350363,50,False
constant,0.005623413251903491,sgd,42,0.0037429085210372963,0.006334928260550137,50,False
constant,0.005623413251903491,sgd,1337,0.0021348724177338995,0.0024491999297308028,50,False
constant,0.005623413251903491,sgd,31415,1.906755508676323e+21,1.7599225866047445e+21,50,False
constant,0.01,full,42,0.1125115337943046,0.13787088473765338,50,False
constant,0.01,full,1337,0.10308290711592209,0.1255951896412706,50,False
constant,0.01,full,31415,0.11992344413051732,0.1377995902041311,50,False
constant,0.01,sgd,42,4.956311478596528e+22,3.145216246490567e+22,50,False
constant,0.01,sgd,1337,4.250819447720222e+23,3.7326970065855864e+23,50,False
constant,0.01,sgd,31415,3.749409808881023e+23,3.4605457900879085e+23,50,False
constant,0.01778279410038923,full,42,0.09456954431391028,0.11656612426680293,50,False
constant,0.01778279410038923,full,1337,0.08404993515267675,0.10286956649830664,50,False
constant,0.01778279410038923,full,31415,0.10118285894718398,0.1157967893990651,50,False
