epoch,avg_train_mse,std_train_mse,avg_val_mse,std_val_mse
69,0.014253721479312339,0.014190097057390445,0.014006409850415827,0.013083165251760053
70,0.0165348867717125,0.019490822240877254,0.016486318024533438,0.019582416614280163
71,0.014838966863352546,0.016022242343692362,0.014726378287816744,0.015392263730534634
72,0.016758254019693965,0.020465382607658473,0.01691613159167429,0.019306808269707442
73,0.010866358932039225,0.007872861507228395,0.010854578140625053,0.007589855225122552
74,0.013184412421743287,0.013050227463360473,0.013575159844900122,0.014346695179358365
75,0.009745799461128064,0.008334044605795688,0.0098305232458023,0.007866637139635384
76,0.010522569791255825,0.007578145898331869,0.010621170497173897,0.007848439153315727
77,0.011708847431901488,0.015429865316018834,0.01202590561290612,0.016853771060023812
78,0.010963607529616193,0.010984902068721674,0.010870793038772354,0.010023665851147728
79,0.01136575006310489,0.013464349925552194,0.011949377309418878,0.014676995190246253
80,0.010714897006370327,0.011426287307646391,0.010735896109191423,0.010713912358857306
81,0.012176810358337837,0.011692919222639696,0.012465756840074912,0.012399180642091997
82,0.011089998250478893,0.011580878075029546,0.011122283308296892,0.01230310991026983
83,0.008790010021507672,0.008541491548188365,0.008723955210630071,0.008148086078691294
84,0.008399963503226198,0.008997583705611966,0.008787391528161295,0.009867831477180357
85,0.009173715159264675,0.009003986618564634,0.009232241017307966,0.008510398113671767
86,0.007313840441509238,0.008342180748133336,0.0074717033594777875,0.008753092542859912
87,0.008712958135194666,0.009374600966856748,0.008832068671862961,0.00904098958028032
88,0.006544227244652615,0.008210115311903179,0.006805613186502771,0.009046242842992793
89,0.007254735927678846,0.006377090946082007,0.007273826255459143,0.006373634962011142
90,0.008285775290120761,0.009580668111014412,0.00882099692642646,0.010628314119670204
91,0.007534700546899255,0.009007965854360336,0.007424940884991523,0.00813035070847452
92,0.01012264251940443,0.011250376209282533,0.01016548140056321,0.010908207041454844
93,0.006797611863078277,0.01071019709407641,0.007249697097511384,0.012609861065181928
94,0.006021474300843575,0.00530055523437783,0.00619234443788763,0.005388429628186393
95,0.007733302196184031,0.009902352568503366,0.00797041149968005,0.010674126066578147
96,0.00622211424247926,0.005209100510301235,0.006507334091707271,0.005562908695933357
97,0.007357515457949649,0.010379998646581784,0.007420137180117161,0.011113596325006985
98,0.005142982697258245,0.0048066888933473405,0.005262566712648884,0.005010493583880546
99,0.005668526703210786,0.005806198277815955,0.0060510619398043974,0.006491241193726854
100,0.0061124069030056615,0.006639742689597437,0.006045865042339623,0.005916487180332691
101,0.005239993697125255,0.005932412107722221,0.005429344316127505,0.006134246756984091
102,0.005864327072093973,0.006496780779175529,0.006162283588971179,0.006648666479490951
103,0.0050734906219110035,0.005141698899829652,0.00507729236326849,0.004554741836184039
104,0.005760943029431099,0.006514645315284308,0.006004319558691197,0.006759441794382855
105,0.005146353081989728,0.00589498474274447,0.005209014037722559,0.005644769032682984
106,0.005411145944343345,0.006453807025627573,0.005440872654475322,0.006032860431779096
107,0.005355538898022267,0.005859226363207885,0.005538751038344154,0.006068015670322527
108,0.003849139001658645,0.004405826199365898,0.0038591144149096907,0.004046012265992474
109,0.005453664158163142,0.005892262846107877,0.005694725998749347,0.0062045608673457165
110,0.004452595261276757,0.0038810518467091385,0.004547730147686028,0.0038743687428876776
111,0.005303905093432054,0.006221279974333595,0.005667894596354697,0.0068011166580951524
112,0.003762732367316475,0.0037496357279676188,0.003839014276297972,0.003517363620519367
113,0.0030289534605332925,0.00275471540748934,0.0032709135074296884,0.003217262258962988
114,0.004358408402217567,0.005358477217909146,0.004449083100284035,0.005487007500800048
115,0.003414863333387303,0.00282874570413464,0.0035216310796644655,0.002882038257874549
116,0.004577239397299166,0.005486467201102436,0.004728716132142526,0.005506933728666432
117,0.004178443544280364,0.005067294829028791,0.00440424089318148,0.005540021711670205
118,0.004076776086253066,0.005785318102752842,0.0041044512711524905,0.005331318569324774
119,0.0035085627501316432,0.0034919427963277854,0.003665759916078059,0.0037397167974732915
120,0.002859173309117918,0.0020683135273429068,0.0029637284154084773,0.001952847669923461
121,0.00404043260294811,0.00453409990708375,0.00428855545487046,0.0051829742148861825
122,0.0028950930095096353,0.0021829790032014467,0.0029293187182818977,0.002093647035261468
123,0.003412367101891528,0.003585378664777389,0.0036232702333766085,0.0038604658664332906
124,0.0032415290693370907,0.004489796134026513,0.00340464379134287,0.004625243978947233
125,0.0030811478365557646,0.0031010768701679623,0.003222851018478882,0.003209712182799215
126,0.004335168759586474,0.006690238356377127,0.004411753479704098,0.006634899098581412
127,0.004172785218918487,0.007767411864238613,0.004231302670182379,0.00714015242486787
128,0.002760326970761845,0.0020208169831608114,0.0028727365250849897,0.002172582883532261
129,0.003548104137763343,0.005408128908911831,0.003810314719000012,0.006001588353008654
130,0.002710337182346527,0.0028733943175476696,0.0027556776761354677,0.0026443199776426327
131,0.002848319779443533,0.002845603720390457,0.0029909770375862394,0.003048652061232643
132,0.002533757912384656,0.002344928455740486,0.0026282531363514914,0.002388487041158635
133,0.002892594310759363,0.0028423418659633197,0.003015996329318317,0.003080467797258312
134,0.0021160252631524015,0.001974491331240597,0.002212633272834084,0.0019146607617290385
135,0.0031945304937208594,0.003914897370117695,0.003364718259714554,0.004081325046088492
136,0.002562763538622997,0.0030742231704999077,0.0026435044951168257,0.002974704207082756
137,0.002695290863439982,0.003383740053589698,0.00287675481391563,0.0035960433654261986
138,0.0025405419307638535,0.00242757988736189,0.0027122326200922924,0.002570779766125823
139,0.0032187073280689235,0.004085658934795262,0.0034524294991751313,0.0044280237437208155
140,0.0021006030759411222,0.0016538314190871063,0.002168880183806492,0.0016595163961384519
141,0.002614644096034422,0.0029996290620949305,0.002701855170161289,0.003009698718106496
142,0.002068853566648299,0.0020892305647307536,0.002160310987976065,0.002133085742264402
143,0.002404190946417113,0.0023122832605431106,0.00250324963269994,0.002321360822742181
144,0.002421897246579661,0.0027567746635676405,0.0025139934420206787,0.0027913960183394374
145,0.0021261258568277676,0.0016193015442611072,0.0022300048592567836,0.0015682667075758272
146,0.00224227277013324,0.0022051799818517226,0.002339083760295014,0.00218443820690273
147,0.0021680875696674785,0.0020928569649365336,0.002306302649877522,0.002123293537948937
148,0.0025783041694866704,0.003223070038588785,0.0026285082951951868,0.0031440035929248744
149,0.0021794825665038997,0.0015908462390153498,0.0022710539918959984,0.0015781044678434752
150,0.0019540566176174325,0.0013626221256723612,0.002071837006329248,0.001385475149828539
151,0.002317724681999184,0.0035425078975502497,0.0023449664386112888,0.0032748015181818446
152,0.0018082134566965496,0.0013451509120982852,0.0019229242103327557,0.00141324394788441
153,0.0019389573180157845,0.0015868113633242665,0.002012561099953411,0.0016011620587612866
154,0.001705981928838921,0.000690484376852,0.0017778210516036417,0.0006666468840396476
155,0.001936736872916421,0.0015708445757487482,0.0020568131222461787,0.001656890422196079
156,0.0019018110223732881,0.0018601565847636199,0.0020194514864742383,0.0019265713228288326
157,0.0019560307350162147,0.001777551877838528,0.0021236967937881615,0.00208332909751473
158,0.0016475911813573774,0.0006273490553275563,0.0017205743286349744,0.0006354392664721062
159,0.0019358661541564724,0.0016245736676185516,0.0020753985931346464,0.0016553107943311485
160,0.0016258425046578524,0.0009143933452550223,0.001731627995774382,0.0009511890698480309
161,0.0018962439505464431,0.0015612184642517374,0.0020055705464355794,0.0015790940163056518
162,0.0018020354598973299,0.0009952721855465197,0.00191026779295744,0.001030147198164786
163,0.0018454940870860491,0.001695369316994671,0.0019454586265970372,0.0017508621744897136
164,0.0016381622283022572,0.0006839067596361341,0.0017172434599138629,0.0006881132336265042
165,0.001926788227409776,0.0015929261002382157,0.002058350346961733,0.001718382359282645
166,0.0017542248121675214,0.0009934325529446667,0.0018621207385894495,0.0010425990004245093
167,0.0018263813270935694,0.001322799082060881,0.0019136638091866835,0.0013343948922847366
168,0.0017364781294473542,0.0009061336456854481,0.001822890353088062,0.0009263987831665568
169,0.001797957745771558,0.0012275957250929873,0.001888338765795546,0.001256872198763321
170,0.0014515271749432563,0.00044957734556317014,0.001557452458970738,0.0005029251362602139
171,0.0017385229825091658,0.0013149210074906083,0.0018324526716379662,0.001369233667011282
172,0.0014640578141447609,0.0006433183525719725,0.0015677222873706472,0.0006750726746915356
173,0.0017595702678999106,0.001417370267878625,0.0018915722328728263,0.0015018850037911149
174,0.0014065587489858976,0.0005758096006532205,0.0014977053277957708,0.0005716750873419824
175,0.001428741844981812,0.000340723555130813,0.0015334177463894657,0.00040832635331062623
176,0.001537019507034614,0.0007574251923051644,0.0016437509607110524,0.0008296628887541634
177,0.0015095139300663363,0.000710879423426553,0.0016190485817311993,0.0007409649670859534
178,0.0014267627315829585,0.0004953015941983758,0.0015308983522033532,0.000517211765360683
179,0.0013814335006319468,0.0002039722972591118,0.0014817159287347536,0.00026197019070617117
180,0.0015001092704759725,0.0007826566050344693,0.0016333296186532584,0.0009201788794235418
181,0.0013570119536862788,0.0003585123092025831,0.0014477269478607138,0.00040856093862477543
182,0.0015617260168230879,0.0007814785524902702,0.0016140516441163091,0.0007098416250810474
183,0.0014011950958271514,0.0004333008964061597,0.0014893012295618085,0.00045876210098629244
184,0.0016571519858678248,0.0011125779040049163,0.0017745231401755607,0.001193139846761232
185,0.0013815419672569935,0.0003666295437501951,0.0014456357440961012,0.0003615839512508251
186,0.0015106805144231548,0.0006411119548204193,0.001593618617776319,0.0006334683626054899
187,0.0015397069312248393,0.0009504595793905637,0.0016544847436000055,0.001014277648519257
188,0.0014070267207525907,0.0005728493895945608,0.0014829365557448902,0.0006316176196595446
189,0.0013821408575753118,0.00033881990883459696,0.0014875621742937173,0.0004110699127776322
190,0.0015110566096497976,0.0008381843477076355,0.0016202038879767821,0.0009049221276042055
191,0.0013269438841882737,0.000302929214309406,0.0014089006979300823,0.000342543782880749
192,0.0013801048575837445,0.0003721587640269883,0.001494177520614307,0.00042550412659836785
193,0.0014086294387140876,0.0007035094697446968,0.0015171250868679812,0.0007649429430714001
194,0.0013304995287371669,0.0003290936654350892,0.0014339193620500335,0.0004307841191344964
195,0.0013908150889880835,0.0004977583547473969,0.001495746347195962,0.000573628752947058
196,0.0014123698328877706,0.000453439204973625,0.001520444267135867,0.0004937730085294563
197,0.001391748470703829,0.0003512142233685286,0.001518611188420307,0.0004226491833743106
198,0.0014905639213386856,0.0005065447357210338,0.0016107289015711282,0.0005442284816766083
199,0.0013884305617420235,0.00025729484448904806,0.0014776043317770255,0.00027520747280778866
200,0.0013676821888120472,0.0005620612580908317,0.001454343842765891,0.000607449084132389
201,0.001340407817326615,0.00037857539103385886,0.0014455330671704614,0.0004332660520717027
202,0.0013592010502863371,0.0003156130398860488,0.0014795318520159576,0.0003664181877095193
203,0.0014738595194246599,0.0006150305490167611,0.0015888953219572995,0.0006737096095787053
204,0.0013244328405479693,0.0003594153903666915,0.0014242237122864575,0.0003717263497959744
205,0.0013892720419439333,0.0007340582015626249,0.0014982849264414946,0.0007908349827869708
206,0.0014538122548079684,0.0006852165483867652,0.0015667438489367004,0.0007566179666765702
207,0.0013309700710192147,0.0004018910118394292,0.0014322108203264567,0.0004561516494696707
208,0.001264349779108908,0.00022524832267717106,0.0013750093228634293,0.00030767311844737203
209,0.0014230743834778078,0.0004480548091202881,0.0015252209499352623,0.0004865039679330488
210,0.0012717821116908841,0.00019147377163284445,0.0013771691930710807,0.0002341542406555881
211,0.001265480490148966,0.00015990019842911096,0.0013777720305667438,0.0002322844286202501
212,0.0013974763390791468,0.00043702757991290984,0.0014970714644894296,0.0005046947060407634
213,0.0013688510879575281,0.0003515450289093777,0.001489603430206168,0.0004254021445466069
214,0.0013448494714064362,0.0003861778778694556,0.0014463353585522825,0.0004498123950928313
215,0.001270767511911272,0.0002571063351496154,0.0013504683520354588,0.00032397368563169776
216,0.0012879438529798633,0.000308784591172256,0.0014041361031757675,0.0003512579088919014
217,0.0012730687919646924,0.00027570787585213396,0.001373084758069808,0.0003475670333872673
218,0.0013007998522074704,0.0002917621269048289,0.0014035664784527717,0.00036765838799675266
219,0.0013280870632532025,0.000309805952760161,0.0014240681240540584,0.0003413261905816538
220,0.001330287295138188,0.00032015294184650794,0.0014501033217181815,0.0003505981211310737
221,0.0013052195421795047,0.0002996560476807297,0.001415836176290837,0.00036187856458471686
222,0.001291281072398789,0.0003039247007065324,0.0013950283298591055,0.0003356885714684576
223,0.001289016283507569,0.00023303379473392827,0.0013907527424669725,0.00027511300304807883
224,0.0012518460573873807,0.00019770672953917453,0.001354666035644473,0.0002238425857983919
225,0.0012758764395978078,0.00024160337425583326,0.0013784250446897861,0.0002540134719821601
226,0.001235491715858326,0.00019419136504501288,0.0013483634865545625,0.0002599567985897818
227,0.0012888556918713683,0.00032608655146439976,0.0014170973687219579,0.0003730387687116941
228,0.0012716654972305564,0.0002838131471126059,0.0013649320912207381,0.0003386210639439879
229,0.0012812080367960443,0.0002597231223184056,0.001381960034036073,0.0002651606797953997
230,0.0012852085806301248,0.00031477028386132526,0.0013625361370734202,0.0002966198647088152
231,0.001303320729690937,0.0003026520104951912,0.001436436076453583,0.00035355360432942574
232,0.0012523058152473512,0.00034018168339335357,0.0013586298725794686,0.000365152483828203
233,0.0013013643420777892,0.00028561125671559096,0.0014161899709497975,0.00033114409825293304
234,0.001314210692261409,0.00028314865110366664,0.0014335637221531436,0.00031284074014386774
235,0.0012425164793500492,0.00017886948000162112,0.001361096483092236,0.00023727906288090428
236,0.0013009785302762406,0.0003546797540813259,0.0014009984003372558,0.000383416844126177
237,0.001255170654519391,0.0002461203368356158,0.00136397085309294,0.00026665929761490135
238,0.0012566646492090038,0.00019052202579051584,0.0013611623820774992,0.00022359867082970394
239,0.0013168646035583641,0.0002652918923545512,0.0014320549981245107,0.0002958825097897811
240,0.00127660849568681,0.00025501446799164703,0.0013928410032410874,0.0002650890869240256
241,0.0012758720281570899,0.0003118548931882967,0.0014148877590786986,0.0003571226237487492
242,0.00126515475836643,0.00025048471792394526,0.0013557782875216562,0.000257545237534426
243,0.0012457796137536356,0.00022472548189008445,0.0013529791328976638,0.0002713720842787505
244,0.0012710294822341377,0.0003015524961218188,0.001372140244783246,0.0003357674935196655
245,0.0012186358581147846,0.0002187854147509891,0.001309423417867621,0.00021106034255842504
246,0.001199119479571397,0.00017605186097616884,0.0013036473017118985,0.00020321386728869534
247,0.0012660897401405118,0.00021147568325799077,0.0013762605486548833,0.00030450161595690575
248,0.0012492015808355263,0.00029530475748342763,0.0013725256815100592,0.000369229647350298
249,0.0012621904228168723,0.0002244233698177118,0.0013951154485577757,0.0003250230756896254
250,0.001241943037102979,0.0002777400073535359,0.0013405941979836057,0.0003244162173679225
251,0.0013098798505362039,0.00026243234939832966,0.001440651515250651,0.00038295961639742056
252,0.0012812131263032567,0.0002810744619821158,0.0013926526109301035,0.00032356050949727876
253,0.0012398861803153327,0.00021161924145958968,0.001361669416532529,0.0003100459113149468
254,0.001258678931409363,0.00016476953292171635,0.0013559739030437278,0.00017992115209423758
255,0.0012341414135844362,0.0002234580688312272,0.0013264404235659617,0.00026445841990907704
256,0.0012223430961657174,0.0001750964340252185,0.0013165454187479303,0.00022008927266885462
257,0.001277926114571236,0.0003185650648424347,0.0013913669639552795,0.00036243882886410797
258,0.0012182795046968577,0.00017478160770101762,0.0013315647929598676,0.0001990254193964632
259,0.001282599575287858,0.00022862341445392263,0.0013910419479880149,0.00027760481999156454
260,0.0012018300933101882,0.0001630069303630291,0.001305423892018098,0.0002274612123553363
261,0.0012337945440694244,0.00021442554385386642,0.0013366715091035282,0.00025810513878126573
262,0.0012391387644619214,0.00027044190725668987,0.0013603170366974584,0.00031437760171186335
263,0.0012461989689443612,0.0002240798973987424,0.0013600481070070284,0.0002675264424688382
264,0.001261066874834228,0.00022567241221798414,0.0013777416443229852,0.0002919787166032024
265,0.0012465082413072174,0.00023232763433072846,0.0013743996233704704,0.0003357591295213185
266,0.0012057489022415087,0.00019620009993885648,0.001314484308175095,0.00024261637945931778
267,0.0012322630598892651,0.00023824237569992188,0.0013297064235071655,0.0002475510153083184
268,0.0012457214941228789,0.0002168849675883789,0.0013610604925202213,0.0002761583674950674
269,0.0012662549214891015,0.0002498184556597255,0.0013561787747088823,0.00027307930597538215
270,0.0012760791366679479,0.00030933068547738007,0.001400155909557131,0.0003683134505150798
271,0.0012707333756001452,0.000337170792390408,0.0013805854869020457,0.00041974648424074844
272,0.0012242278375075662,0.00021984145343577124,0.0013353233426148135,0.0002510419680268646
273,0.0012043244397951986,0.0002566373415851699,0.001325731704168296,0.0003738485549439851
274,0.0012532732642559221,0.00023444425235120132,0.0013771810594984093,0.000295586942983106
275,0.001286577525654446,0.000294563038523738,0.0013880046752525192,0.0003402143969307297
276,0.0012247148030453661,0.000232857013421333,0.001325387237338688,0.0002621248706535471
277,0.001232580807619828,0.00024262638484454907,0.0013454976571357809,0.0003013192227743785
278,0.0012217140750137884,0.00025690922731967935,0.0013228955468156396,0.0003008212228041862
279,0.0012588144342160364,0.00023297908561446758,0.001374436796213922,0.00027503665062436226
280,0.0012630723593052321,0.0002636387977684656,0.00138855749353458,0.0003069663092303172
281,0.0012359760326836045,0.0002537854840913113,0.0013442867168061388,0.00032342687497570206
282,0.0012332033176711205,0.0002182065687558899,0.0013603138405575083,0.0002783207009846573
283,0.0012526803303264185,0.00023248150996934514,0.0013560774656482877,0.00026622821643150144
284,0.001284747621889442,0.00028258236304284326,0.0014030482736933686,0.00033219855548739926
285,0.0012622329427404828,0.00028868998811388223,0.0013900423069067116,0.0003561436343463044
286,0.001237740059506457,0.00023198209217201063,0.001356240479118602,0.0002736164913271625
287,0.001257986240332153,0.00027635591104501926,0.001365405399217642,0.0003785993005472955
288,0.0012681550108302592,0.00028282107428175625,0.0013882232179409201,0.0003120008126905489
289,0.0012252613548496454,0.0002387120335753618,0.001340007584478795,0.00029704199580737325
290,0.0012443592543041574,0.000261017999075989,0.001354647528904615,0.00033733187179553974
291,0.0012644922086674703,0.00029179698642217244,0.0013829039707118971,0.0003271443462936239
292,0.0012492552446570029,0.0003342459438835657,0.0013526827063253153,0.00035036615210380336
293,0.0012391563283048988,0.00026524277735606863,0.0013729216840373275,0.00032941014074184584
294,0.0012811332462214764,0.0003144118833195907,0.0013933527312543351,0.0003594109446048102
295,0.0012501396669281162,0.00028644957284938076,0.0013632112986385451,0.0003160956544491911
296,0.0012292093046122913,0.00028000016393340155,0.0013486687378882647,0.00033218329583804894
297,0.001193906327380389,0.0002386287112930803,0.0012960078496739346,0.0002770989932257187
298,0.0012519759351067225,0.0002463200085314906,0.0013619592574943544,0.00031769592648791937
299,0.0012713987783814357,0.00031693468920995874,0.0013700541888195313,0.00034592063943002466
300,0.0012276624572316681,0.00021318534846490245,0.0013590411071200932,0.00027386436071500416
301,0.0012426903150771684,0.0002701675251479465,0.0013674410224091926,0.00032108331692538026
302,0.0012460470235858552,0.00026340741290131953,0.0013623940579664134,0.00026070870988486304
303,0.0012290617852441991,0.00023111657638226517,0.0013406018566080196,0.0002710213323847939
304,0.001242157705582216,0.0002560571286439547,0.001371139193099353,0.00029361307131338263
305,0.0012836144651441948,0.0003139830682199559,0.001415015888547702,0.0003490920179261965
306,0.0012765972584760123,0.00027575174586527213,0.0013974391509863173,0.00029871439087601027
307,0.0012725619829474094,0.00024698315555621194,0.0013978968643574277,0.0002832694630777255
308,0.0012464799688655368,0.0002252604799901475,0.0013698466846169635,0.00027619068422313274
309,0.00122300669145211,0.0002315964198112837,0.001346464304088884,0.0002916403577140524
310,0.0012370511951017135,0.00026009917565071437,0.001348286360629739,0.0002966603408729139
311,0.0011998549605563532,0.00022588303697175237,0.0013109794971596666,0.0002738531473393165
312,0.001235175495430958,0.00027330694936689897,0.0013488982341909965,0.00031801555724806854
313,0.0011987242371859091,0.00020428588529699388,0.0013108396842312815,0.000239795670098441
314,0.001238954779643712,0.00023023470702602543,0.001354397716584682,0.00023978725269768375
315,0.001168692311951896,0.00017827044532341967,0.0012778562692978823,0.0002427340893565938
316,0.0012390794997480322,0.00020795710673570888,0.0013596872734510735,0.0002570889415755284
317,0.0012752801405870782,0.00026376377334628624,0.0014002253156025037,0.0003167567508353006
318,0.001283885595412201,0.0003086852985556238,0.001409573583678781,0.00037685070713087406
319,0.001171962436158392,0.0002326273713291445,0.001271524608056299,0.00024498033635165394
320,0.0011887945473927069,0.0001962855141116905,0.0013069295898261721,0.0002549429356236062
321,0.0012008439467108315,0.000247341351905983,0.001296198672211578,0.0002732440522760792
322,0.0012272168940774394,0.0002287581999304411,0.0013436821967047867,0.0002676225063053297
323,0.0012314345420662144,0.0002680133510543133,0.00134858434821857,0.00031443107443792186
324,0.0012261013578453478,0.00021949620437137078,0.0013462634677343184,0.0002681580547397066
325,0.001198224146814028,0.00019370667681661724,0.0013120967832464159,0.00022170932262175776
326,0.0012124603548085261,0.00019598511681209225,0.0013241621500516487,0.00024989746374278225
327,0.0012029865587650352,0.00023185548442721313,0.0013073680358161876,0.0002516845584554853
328,0.001204071870827276,0.00017624086799624392,0.0013393965496984082,0.0002450452947848144
329,0.0012091210733666125,0.0001820473400903444,0.0013175646084057384,0.00022493139724627786
330,0.0012354705276691619,0.00025344502468807866,0.0013434217748398453,0.00032211754582860705
331,0.001242489064529129,0.0002912687736559516,0.0013732636996284925,0.00033786311718564545
332,0.0012331622272326699,0.00019397869834582556,0.0013406137558200667,0.00025735520364050335
333,0.0012297899215039372,0.0002208176055681442,0.0013623343515667338,0.00027832311175596914
334,0.001236291206025168,0.0002378817591533613,0.0013597646062224775,0.0002733600729292197
335,0.0012382760874599873,0.00024670517747711813,0.0013548039903075887,0.0002864672636092638
336,0.0012465596668224924,0.00022270774876480306,0.001370005930590454,0.0002828634794903512
337,0.0012323902265893622,0.00023138703626816778,0.0013511150145418317,0.0002797813518923314
338,0.001230299303875096,0.00021463960268482417,0.0013642226377909188,0.0002604401881343986
339,0.0012292952114434787,0.00024512204225086233,0.0013564631014962687,0.0002904370679797136
340,0.0012744809035218937,0.00021292984988609598,0.0013864744969384636,0.00026303866678622866
341,0.0012449690784893683,0.00019678637050144903,0.0013585160203781626,0.00025805875126493847
342,0.001245596321187662,0.00020237308131761502,0.0013756131589411171,0.0002718728666268821
343,0.0012168562370917712,0.0001961204018191852,0.0013304559884615636,0.0002597156734651356
344,0.0012320058153781736,0.0002521379455160716,0.0013423707664938082,0.0003015539297023294
345,0.0012347911150420194,0.00021948768964749038,0.0013534563872069382,0.00026845389313936996
346,0.0012066539839098009,0.00020757758744501705,0.0013242039362440935,0.000252269327186942
